,Question,Type,category_id
441,Is there a role for the cylindromatosis tumor suppressor (CYLD) in lung cancer?,yesno,2
442,Which medical diagnostic tests are used to test kidney function?,list,1
443,Against which protein is the antibody used for immonostaining of Lewy bodies raised?,factoid,3
444,Which are the main causes of fetal echogenic bowel?,list,1
445,How does trimetazidine affect intracellular kinase signaling in the heart?,summary,0
446,Which is the enzymatic activity of the myotubularin family of proteins?,factoid,3
447,"Can we detect DNA strand asymmetries using dinucleotide relative abundance \""genomic signatures\""?",yesno,2
448,What is the percentage of responders to tetrabenazine treatment for dystonia in children?,factoid,3
449,Is there any relationship between histone ubiquitylation and splicing?,yesno,2
450,Which disease can be treated with Delamanid?,factoid,3
451,What was the aim of the COSS (Carotid Occlusion Surgery Study) clinical trial?,summary,0
452,What are the advantages of the top down mass spectrometric analysis of histones?,list,1
453,What is situs inversus?,factoid,3
454,Can SUMO affect calcium homeostasis?,yesno,2
455,What is the indication of Daonil (Glibenclamide)?,factoid,3
456,Which is the most typical peptide sequence responsible for retrieval of endoplasmic reticulum (ER) lumenal proteins from the Golgi apparatus?,factoid,3
457,What are the clinical trial outcomes of metformin use in polycystic ovary disease?,summary,0
458,List the main proteases used for sample digestion in proteomics.,list,1
459,Which proteins act as factors that promote transcription-coupled repair in bacteria?,list,1
460,What is the association between Generalized anxiety disorder and mortality risk?,summary,0
461,Which molecule is targeted by a monoclonal antibody Mepolizumab?,factoid,3
462,Which is the major symptom of the Doose syndrome?,factoid,3
463,Have mutations in the GARS gene been identified to cause Charcot-Marie-Tooth Disease Type 2D (CMT2D)?,yesno,2
464,Which treatment leads to an increase in neutrophil counts in severe congenital neutropenia?,summary,0
465,Which genes are affected in ROMANO-WARD syndrome?,list,1
466,Does melanoma  occur in people of African origin ?,yesno,2
467,What is the effect of resveratrol on mTOR activity?,summary,0
468,Are people with blood group O protected against severe Malaria?,yesno,2
469,Which eye condition is managed by the athens protocol?,factoid,3
470,What is the role of AMPK kinase in myocardial remodeling after myocardial infarction,summary,0
471,What is the mechanism of action of solanezumab?,summary,0
472,What are the major clinical Villefranche criteria for classic Ehlers-Danlos syndrome?,list,1
473,What is the treatment of neuropathic pain in children?,list,1
474,"Which phenomenon is known as the \""calcium paradox\"" in the isolated perfused heart?",summary,0
475,Is there a crystal structure of the full-length of the flaviviridae NS5(Methyltransferase - RNA depended RNA Polymerase) ?,yesno,2
476,How do Hsp70 and Hsp110 affect mRNA stability?,summary,0
477,What is Prudent Diet?,summary,0
478,What is the role of necroptosis in cancer therapy?,summary,0
479,Can venlafaxine block NET and SERT?,yesno,2
480,Is Rheumatoid Arthritis more common in men or women?,factoid,3
481,What is FINDbase?,summary,0
482,Can vitamin B1 deficiency cause encephalopathy?,yesno,2
483,Which methyl-CpG-binding protein when mutant becomes the hallmark for Rett syndrome?,factoid,3
484,Are epigenetic modifications implicated in cardiovascular development and disease?,yesno,2
485,Which deiodinases are present in skeletal  muscle?,list,1
486,Which genes are involved in patient response to warfarin?,list,1
487,Which is the molecular weight of the protein angiogenin?,factoid,3
488,List sodium glucose co-transporter-2 (SGLT2) inhibitors that have been FDA approved for type 2 diabetes mellitus treatment.,list,1
489,What is the gene mutated in the Gaucher disease?,factoid,3
490,Why does the prodrug amifostine (ethyol) create hypoxia?,summary,0
491,What is considered a reliable technique for the definitive cytogenetic diagnosis of Fanconi anemia homozygosity?,summary,0
492,Can exosomes be detected in urine?,yesno,2
493,What is the role of lysine-specific demethylase 1 (LSD1) in hematopoiesis?,summary,0
494,For the treatment of which conditions can atypical neuroleptic drugs be used?,list,1
495,Which are the characteristics of  Andersen syndrome?,list,1
496,How are induced pluripotent stem cells used in the study and treatment of cardiovascular diseases?,summary,0
497,Which disease is included as an additional feature in the Goldberg-Shprintzen syndrome?,factoid,3
498,Which protein is causing Netherton syndrome?,factoid,3
499,Mutations in which gene and which protein are associated with Netherton syndrome?,list,1
500,Which disease of the central nervous system is characterized by the presence of Lewy bodies?,factoid,3
501,Which deiodinase is known to be present in liver?,factoid,3
502,Which proteins participate in the formation of the Notch transcriptional activation complex?,list,1
503,How is the sequence variability defined in antibodies?,summary,0
504,Is the transcriptional regulator BACH1 an activator or a repressor?,factoid,3
505,Is Kanzaki disease associated with deficiency in alpha-N-acetylgalactosaminidase?,yesno,2
506,Is Mycobacterium avium less susceptible to antibiotics than Mycobacterium tuberculosis?,yesno,2
507,What molecule is targeted by suvorexant?,factoid,3
508,For which type of diabetes can empagliflozin be used?,factoid,3
509,Which are the main methods for pharmacophore modelling?,list,1
510,Are there conserved noncoding elements identified between genomes of human and teleosts?,yesno,2
511,How early during pregnancy does non-invasive cffDNA testing allow sex determination of the fetus?,factoid,3
512,Does cortical spreading depression appear in ischemic penumbra following ischemic stroke?,yesno,2
513,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,yesno,2
514,What is TFBSshape?,summary,0
515,Is Alpers disease inherited in an autosomal recessive mode?,yesno,2
516,Is vemurafenib effective for hairy-cell leukemia?,yesno,2
517,Which are the inhibitors of histone methyltransferases?,list,1
518,What is the main characteristic of Amyotrophic Lateral Sclerosis?,summary,0
519,Which genes are regulated by MEF-2 in the heart?,list,1
520,Is there an association between TERT promoter mutation and survival of glioma patients?,yesno,2
521,Which JAK (Janus kinase) inhibitor is approved for treatment of rheumatoid arthritis?,factoid,3
522,Which is the mechanism used for synthesis of a highly functional N-truncated dystrophin isoform that attenuates dystrophinopathy?,summary,0
523,Which are the newly identified DNA nucleases that can be used to treat thalassemia?,list,1
524,Does ziconotide bind to N-type calcium channels?,yesno,2
525,How is OCT3 associated with serotonin?,factoid,3
526,What constitutes an increased risk for individuals with Fanconi anemia?,summary,0
527,Is stop codon bypass possible?,yesno,2
528,Is the protein \u03b21-integrin recycled?,yesno,2
529,Are BBS mutations involved in syndromic Hirschsprung disease?,yesno,2
530,Which signaling pathway is activating the dishevelled proteins?,factoid,3
531,Which is the defective protein causing the lysosomal storage disease Fabry?,factoid,3
532,Is there any software for automated analysis of immuno-histochemistry images?,yesno,2
533,Is TALEN being used on stem cells?,yesno,2
534,Is there an association between bruxism and reflux,yesno,2
535,what is the role of IGF-1 in cardiac regeneration after myocardial infarction?,summary,0
536,What is known about prostate cancer screening in the UK,summary,0
537,Can a peptide aptamer be used as protein inhibitor?,yesno,2
538,List inflammatory caspase proteins?,list,1
539,List invertebrates where ultraconserved elements have been identified.,list,1
540,Which gene is most commonly associated with severe congenital and cyclic neutropenia?,factoid,3
541,what is the role of TGFbeta in cardiac regeneration after myocardial injury?,summary,0
542,List two chemotherapeutic agents that are used for treatment of Subependymal Giant Cell Astrocytoma,list,1
543,Are integrins part of the extracellular matrix?,yesno,2
544,Is Calcium homeostasis important in cardiac physiology and pathophysiology?,yesno,2
545,List available databases containing information about conserved noncoding elements.,list,1
546,What was the purpose of the FANTOM5 project?,factoid,3
547,Is the gene DUX4 epigenetically regulated in somatic cells?,yesno,2
548,What is the function of the mammalian gene Irg1?,summary,0
549,Have hESC been tested for the treatment of age-related macular degeneration?,yesno,2
550,What disease in Loxapine prominently used for?,factoid,3
551,What is the systemic nickel allergy syndrome?,summary,0
552,Which antibodies cause Riedel thyroiditis?,factoid,3
553,What are the effects of ILK ablation?,list,1
554,Does d-tubocurarine (d-TC) induces irreversible inhibition of nicotinic acetylcholine receptor (nAChR) at the neuromuscular junction?,yesno,2
555,Which receptors are bound by Tasimelteon?,list,1
556,Is zyxin a focal adhesion protein?,yesno,2
557,What is the role of ELMO1 gene in cell migration?,summary,0
558,What is the biological role of K-48 linked protein ubiquitination?,summary,0
559,Could DNA (cytosine-5-)-methyltransferases serve as tumour markers?,yesno,2
560,Which RNA polymerase is used for the replication of viroids?,list,1
561,List Parkin binding partners,list,1
562,What is generic name of drug Adempas?,factoid,3
563,What is known about Vancomycin dosing in neonates?,summary,0
564,Is single guide RNA part of the CRISPR/Cas9 tool or an inhibitor of its function?,factoid,3
565,What is the target protein of the drug Idelalisib?,factoid,3
566,Which antiepileptic drug is most strongly associated with spina bifida?,factoid,3
567,Which bacteria caused plague?,factoid,3
568,The drug JTV519 is derivative of which group of chemical compounds?,factoid,3
569,Is the long non- coding RNA malat-1 up or downregulated in cancer?,factoid,3
570,Oxantel is used for periodontitis treatment. How does it work?,factoid,3
571,What is apelin?,factoid,3
572,What is the function of the protein encoded by the gene PABPC4?,factoid,3
573,What kind of enzyme is encoded by the proto-oncogene ABL1?,factoid,3
574,What is the mode of inheritance of Romano Ward long QT syndrome?,factoid,3
575,Which histone modifications have been associated to alternative splicing?,summary,0
576,Is phospholamban phosphorylated by Protein kinase A?,yesno,2
577,Are there telemedicine applications for chronic pain management?,yesno,2
578,What is a P-body (processing body)?,summary,0
579,What is the mechanism of action of decitabine?,summary,0
580,Which gene is associated with the Mitchell-Riley syndrome?,factoid,3
